,gameId,playId,nflId,motionSinceLineset,inMotionAtBallSnap,wasRunningRoute,wasTargettedReceiver,down,yardsToGo,offenseFormation,receiverAlignment,pff_passCoverage,absoluteYardlineNumber,y,topOfLine,bottomOfLine,position,Unnamed: 0,safetyTop,safetyBottom
13576,2022091804,475,44816,False,False,1.0,0,2,9,SHOTGUN,3x1,Quarters,59,21.6,26.88,20.87,RB,3056.0,2.0,1.0
13577,2022091804,499,44816,False,False,1.0,0,3,6,SHOTGUN,3x1,Quarters,62,32.04,32.57,26.87,RB,3057.0,1.0,2.0
13578,2022091804,826,44816,False,False,1.0,0,3,4,SHOTGUN,2x2,Cover-1,81,27.6,32.58,28.24,RB,3069.0,1.0,2.0
13579,2022091804,1097,44816,False,False,1.0,1,1,10,SINGLEBACK,2x2,Quarters,60,29.9,32.88,28.42,RB,3077.0,1.0,2.0
13580,2022091804,1630,44816,False,False,1.0,0,2,13,SHOTGUN,2x2,Bracket,100,27.32,32.75,28.28,RB,3090.0,1.0,2.0
13581,2022091804,1654,44816,True,False,1.0,0,3,9,SHOTGUN,3x1,2-Man,96,31.82,32.8,28.27,RB,3091.0,0.0,3.0
13582,2022091804,2042,44816,True,False,1.0,0,2,7,SHOTGUN,2x2,2-Man,39,31.81,32.08,25.81,RB,3099.0,2.0,1.0
13583,2022091804,2066,44816,True,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3 Seam,46,27.71,33.0,26.57,RB,3100.0,1.0,2.0
13584,2022091804,2135,44816,False,False,1.0,0,2,8,SHOTGUN,2x2,Quarters,48,26.79,27.24,21.28,RB,3102.0,2.0,1.0
13585,2022091804,2192,44816,True,False,1.0,0,1,10,SINGLEBACK,3x1,Cover-3 Seam,53,23.8,26.94,20.91,RB,3103.0,2.0,1.0
13586,2022091804,3075,44816,False,False,1.0,0,3,5,SHOTGUN,2x2,Cover-3 Seam,81,26.21,31.45,25.61,RB,3130.0,1.0,2.0
13587,2022091804,3201,44816,False,False,1.0,0,2,5,SHOTGUN,3x1,Quarters,85,21.7,26.93,21.18,RB,3134.0,2.0,1.0
13588,2022091804,3251,44816,False,False,1.0,0,2,10,SHOTGUN,2x2,Quarters,74,26.73,27.2,21.04,RB,3136.0,2.0,1.0
13589,2022091804,3526,44816,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3,39,32.3,32.88,26.87,RB,3144.0,0.0,2.0
13590,2022091804,4114,44816,False,False,1.0,0,3,4,SHOTGUN,2x2,Cover-0,47,32.36,32.72,27.06,RB,3160.0,1.0,0.0
13591,2022092512,670,44816,False,,1.0,0,3,12,SHOTGUN,2x2,2-Man,31,27.04,27.09,21.05,RB,4018.0,1.0,1.0
13592,2022092512,2908,44816,False,False,1.0,0,2,10,SHOTGUN,2x2,Cover-6 Right,24,26.95,27.03,21.22,RB,4083.0,1.0,1.0
13593,2022092512,2942,44816,False,,1.0,0,3,7,SHOTGUN,2x2,Cover-1,27,22.11,27.1,21.17,RB,4084.0,1.0,1.0
13594,2022092512,3530,44816,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3 Seam,21,22.1,27.07,21.35,RB,4098.0,1.0,1.0
13595,2022092512,3602,44816,False,False,1.0,1,2,5,SHOTGUN,3x1,Cover-6 Right,50,29.81,30.0,24.05,RB,4101.0,0.0,2.0
13596,2022092512,3626,44816,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover 6-Left,67,32.46,32.7,26.9,RB,4102.0,1.0,1.0
13597,2022100213,255,44816,False,,1.0,0,2,14,SHOTGUN,3x1,Cover-2,72,32.45,32.92,26.92,RB,5838.0,1.0,1.0
13598,2022100213,1707,44816,False,,1.0,0,1,10,SHOTGUN,3x1,Cover-3,85,21.54,26.56,22.56,RB,5886.0,2.0,1.0
13599,2022100213,1760,44816,False,False,1.0,0,3,2,SHOTGUN,3x1,Cover-0,77,30.33,30.72,26.51,RB,5888.0,2.0,1.0
13600,2022100213,1862,44816,False,False,1.0,0,3,5,SHOTGUN,3x1,Quarters,70,32.16,32.72,28.46,RB,5891.0,3.0,0.0
13601,2022100213,1910,44816,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover 6-Left,51,27.47,32.84,28.63,RB,5893.0,2.0,1.0
13602,2022100213,1966,44816,False,False,1.0,0,3,1,SHOTGUN,3x1,Cover-0,42,21.25,26.81,22.5,RB,5895.0,1.0,2.0
13603,2022100213,3372,44816,True,False,1.0,0,1,10,SHOTGUN,3x1,Cover-2,35,27.94,32.9,27.06,RB,5941.0,2.0,1.0
13604,2022100213,3721,44816,False,False,1.0,1,1,10,SHOTGUN,3x1,Quarters,76,32.46,33.07,27.11,RB,5951.0,2.0,1.0
13605,2022100908,63,44816,False,False,1.0,1,1,10,SINGLEBACK,3x1,Cover-3,91,23.22,26.64,22.2,RB,8259.0,1.0,1.0
13606,2022100908,127,44816,False,False,1.0,0,2,8,SHOTGUN,2x2,Cover-1,75,21.25,26.77,22.36,RB,8262.0,1.0,1.0
13607,2022100908,149,44816,False,False,1.0,0,3,8,SHOTGUN,3x1,Cover-3,75,21.49,26.76,22.27,RB,8263.0,2.0,0.0
13608,2022100908,411,44816,True,False,1.0,0,3,1,SHOTGUN,3x1,Cover-1,78,31.91,32.38,28.3,RB,8271.0,1.0,1.0
13609,2022100908,435,44816,True,True,1.0,1,1,10,PISTOL,2x1,Cover-3,58,23.2,26.77,22.12,RB,8272.0,1.0,1.0
13610,2022100908,1046,44816,False,False,1.0,1,2,10,SHOTGUN,3x1,Cover-2,66,32.51,32.92,26.91,RB,8294.0,1.0,1.0
13611,2022100908,1156,44816,False,False,1.0,0,2,8,SINGLEBACK,2x2,Red Zone,100,27.09,30.17,23.96,RB,8295.0,1.0,1.0
13612,2022100908,2416,44816,False,False,1.0,0,2,8,SHOTGUN,3x1,Cover-2,82,21.25,26.57,22.38,RB,8331.0,1.0,1.0
13613,2022100908,2438,44816,False,False,1.0,1,3,8,SHOTGUN,3x1,Cover-3,82,21.13,26.41,22.23,RB,8332.0,1.0,1.0
13614,2022100908,2661,44816,False,False,1.0,1,1,1,JUMBO,2x0,Goal Line,11,24.29,26.72,20.19,RB,8339.0,0.0,2.0
13615,2022100908,3830,44816,False,False,1.0,0,2,7,SHOTGUN,2x2,Cover-2,50,27.54,32.7,26.86,RB,8378.0,1.0,1.0
13616,2022101607,77,44816,True,False,1.0,0,2,9,EMPTY,3x2,Cover-3,84,39.6,32.57,28.32,RB,10078.0,1.0,1.0
13617,2022101607,99,44816,False,False,1.0,0,3,9,SHOTGUN,3x1,Cover-3,84,32.24,32.54,28.33,RB,10079.0,2.0,1.0
13618,2022101607,633,44816,False,False,1.0,1,1,10,SHOTGUN,2x2,Cover-6 Right,38,25.89,26.62,22.4,RB,10096.0,1.0,1.0
13619,2022101607,678,44816,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3,27,25.96,26.63,22.34,RB,10098.0,1.0,1.0
13620,2022101607,700,44816,False,False,1.0,0,2,10,PISTOL,3x1,Cover-2,27,23.71,26.65,22.35,RB,10099.0,1.0,1.0
13621,2022101607,914,44816,False,False,1.0,0,1,10,I_FORM,2x1,Cover-2,64,23.7,26.56,22.08,RB,10104.0,1.0,1.0
13622,2022101607,973,44816,False,False,1.0,0,2,15,SHOTGUN,3x1,Cover-2,69,20.96,26.45,22.21,RB,10105.0,1.0,1.0
13623,2022101607,1058,44816,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-3,85,23.61,26.81,20.89,RB,10107.0,1.0,1.0
13624,2022101607,1103,44816,False,False,1.0,0,2,9,SHOTGUN,3x1,Cover-1,96,32.33,32.84,27.04,RB,10109.0,1.0,1.0
13625,2022101607,2266,44816,True,False,1.0,0,2,10,EMPTY,3x2,Cover-3 Seam,85,41.27,32.68,28.35,RB,10143.0,1.0,1.0
13626,2022101607,2480,44816,False,False,1.0,0,1,15,SHOTGUN,2x2,Cover-1,28,23.14,29.07,24.6,RB,10151.0,1.0,1.0
13627,2022101607,3159,44816,False,False,1.0,0,2,7,SHOTGUN,3x1,Cover-3,30,32.28,33.07,27.11,RB,10168.0,1.0,1.0
13628,2022102301,101,44816,False,False,1.0,0,1,10,I_FORM,2x1,Quarters,46,29.96,33.44,26.91,RB,12465.0,1.0,1.0
13629,2022102301,389,44816,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-3,49,26.93,30.08,23.91,RB,12473.0,1.0,1.0
13630,2022102301,1237,44816,True,True,1.0,0,2,8,EMPTY,3x2,Cover-3,77,42.52,33.19,28.61,RB,12500.0,1.0,2.0
13631,2022102301,1261,44816,True,False,1.0,0,3,5,EMPTY,3x2,Cover-3,74,16.43,26.96,22.73,RB,12501.0,1.0,2.0
13632,2022102301,1285,44816,False,False,1.0,0,1,10,SINGLEBACK,2x1,Cover-3,68,30.23,33.02,28.45,RB,12502.0,1.0,2.0
13633,2022102301,1328,44816,True,True,1.0,0,3,24,SHOTGUN,3x1,Quarters,82,31.02,29.88,25.65,RB,12503.0,2.0,1.0
13634,2022102301,1851,44816,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-1,50,23.91,27.16,21.01,RB,12519.0,1.0,1.0
13635,2022102301,1897,44816,False,False,1.0,0,3,2,SHOTGUN,2x2,Cover-3,58,21.85,27.08,21.26,RB,12520.0,2.0,1.0
13636,2022102301,2092,44816,False,False,1.0,0,2,5,PISTOL,2x1,Cover-3,58,30.13,33.15,27.04,RB,12525.0,1.0,2.0
13637,2022102301,2348,44816,False,False,1.0,1,2,10,I_FORM,2x1,Cover-6 Right,27,24.03,27.21,21.15,RB,12534.0,2.0,1.0
13638,2022102301,2838,44816,True,False,1.0,0,2,8,SHOTGUN,2x2,Red Zone,18,29.67,30.21,25.47,RB,12549.0,1.0,2.0
13639,2022102301,2860,44816,False,False,1.0,0,3,8,PISTOL,2x1,Red Zone,18,27.09,30.38,25.99,RB,12550.0,2.0,1.0
13640,2022102700,302,44816,False,False,1.0,0,1,10,I_FORM,2x1,Cover 6-Left,85,29.67,32.68,28.01,RB,14463.0,1.0,1.0
13641,2022102700,366,44816,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3,71,31.7,32.74,28.28,RB,14466.0,1.0,1.0
13642,2022102700,662,44816,False,False,1.0,0,2,10,SHOTGUN,3x1,Cover-3,73,28.61,29.39,24.9,RB,14475.0,1.0,1.0
13643,2022102700,686,44816,True,False,1.0,0,1,10,SHOTGUN,3x1,Quarters,50,32.37,32.83,28.45,RB,14476.0,1.0,1.0
13644,2022102700,731,44816,False,False,1.0,0,1,10,SINGLEBACK,2x2,Cover-2,40,29.78,33.14,28.18,RB,14478.0,1.0,1.0
13645,2022102700,755,44816,False,False,1.0,0,2,2,SHOTGUN,3x1,Quarters,32,26.03,27.08,22.48,RB,14479.0,1.0,1.0
13646,2022102700,1459,44816,False,False,1.0,0,2,8,SHOTGUN,3x1,Cover-3,26,32.75,33.09,27.3,RB,14502.0,1.0,2.0
13647,2022102700,1481,44816,False,False,1.0,0,3,8,SHOTGUN,3x1,Cover-2,26,32.38,33.05,27.21,RB,14503.0,3.0,1.0
13648,2022102700,1753,44816,True,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3 Seam,20,32.79,33.27,27.21,RB,14513.0,3.0,1.0
13649,2022102700,1799,44816,False,False,1.0,0,3,3,SHOTGUN,2x2,Cover-1,27,32.67,33.02,27.01,RB,14515.0,4.0,0.0
13650,2022102700,2186,44816,True,False,1.0,0,2,6,SHOTGUN,3x1,Cover-2,39,27.42,33.24,26.95,RB,14524.0,1.0,1.0
13651,2022102700,2208,44816,False,False,1.0,0,3,6,SHOTGUN,2x2,Cover 6-Left,39,32.12,32.97,26.99,RB,14525.0,3.0,1.0
13652,2022102700,2926,44816,True,False,1.0,0,1,10,EMPTY,3x2,Cover-3,35,45.4,33.03,27.1,RB,14547.0,2.0,0.0
13653,2022102700,2969,44816,False,False,1.0,0,2,6,SHOTGUN,3x1,Cover-3,81,32.06,32.68,28.34,RB,14548.0,1.0,1.0
13654,2022102700,2993,44816,True,False,1.0,0,1,10,SHOTGUN,2x2,Cover 6-Left,74,21.09,26.68,22.4,RB,14549.0,2.0,1.0
13655,2022102700,3015,44816,False,False,1.0,0,2,10,PISTOL,2x1,Cover-3,74,23.71,26.76,22.06,RB,14550.0,2.0,1.0
13656,2022102700,3061,44816,False,False,1.0,0,2,10,PISTOL,2x1,Cover-1,23,24.01,27.14,22.65,RB,14552.0,1.0,2.0
13657,2022102700,3671,44816,False,False,1.0,0,3,16,SHOTGUN,3x1,Quarters,26,32.28,33.15,28.45,RB,14569.0,2.0,2.0
13658,2022102700,3889,44816,False,False,1.0,1,1,10,SHOTGUN,2x2,Cover-3,85,26.03,26.73,22.43,RB,14574.0,1.0,3.0
13659,2022102700,4063,44816,False,False,1.0,0,3,8,SHOTGUN,2x2,Cover-3,54,26.17,27.03,22.47,RB,14577.0,1.0,3.0
13660,2022102700,4118,44816,False,False,1.0,0,1,10,SHOTGUN,3x1,Quarters,29,31.74,32.86,28.44,RB,14579.0,2.0,2.0
13661,2022110609,1345,44816,False,False,1.0,0,2,10,SHOTGUN,3x1,Quarters,75,27.06,32.46,27.88,RB,14869.0,1.0,1.0
13662,2022110609,3017,44816,False,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3,85,26.94,32.55,28.0,RB,14919.0,1.0,1.0
13663,2022110609,3891,44816,False,False,1.0,0,3,6,SHOTGUN,2x2,Red Zone,104,21.62,27.11,21.01,RB,14947.0,1.0,1.0
13664,2022110609,4162,44816,True,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3 Seam,96,27.41,32.82,26.67,RB,14955.0,1.0,1.0
13665,2022091113,413,44896,False,False,1.0,1,1,15,SHOTGUN,2x2,Cover-3,30,38.69,30.12,23.98,WR,120.0,1.0,1.0
13666,2022091113,708,44896,False,False,1.0,0,1,10,I_FORM,2x1,Quarters,41,20.19,33.33,26.86,WR,128.0,1.0,1.0
13667,2022091113,824,44896,False,False,1.0,0,3,5,EMPTY,3x2,Cover-1,90,22.07,32.78,26.76,WR,132.0,2.0,0.0
13668,2022091113,1101,44896,False,False,1.0,0,2,7,EMPTY,3x2,Cover-1,54,8.98,30.53,26.11,WR,140.0,1.0,1.0
13669,2022091113,1241,44896,False,False,1.0,0,3,5,EMPTY,3x2,Red Zone,18,19.34,32.81,28.42,WR,146.0,1.0,1.0
13670,2022100213,255,44896,True,True,1.0,1,2,14,SHOTGUN,3x1,Cover-2,72,23.38,32.92,26.92,WR,5838.0,1.0,1.0
13671,2022100213,1196,44896,True,False,1.0,0,1,10,SHOTGUN,3x1,Cover-3,33,34.29,27.29,22.53,WR,5868.0,1.0,1.0
13672,2022100213,1707,44896,True,False,1.0,1,1,10,SHOTGUN,3x1,Cover-3,85,34.41,26.56,22.56,WR,5886.0,2.0,1.0
13673,2022100213,1760,44896,False,False,1.0,0,3,2,SHOTGUN,3x1,Cover-0,77,18.58,30.72,26.51,WR,5888.0,2.0,1.0
13674,2022100213,1862,44896,True,False,1.0,0,3,5,SHOTGUN,3x1,Quarters,70,19.26,32.72,28.46,WR,5891.0,3.0,0.0
13675,2022100213,1910,44896,True,False,1.0,0,1,10,SHOTGUN,2x2,Cover 6-Left,51,21.39,32.84,28.63,WR,5893.0,2.0,1.0
13676,2022100213,1966,44896,True,False,1.0,0,3,1,SHOTGUN,3x1,Cover-0,42,33.42,26.81,22.5,WR,5895.0,1.0,2.0
13677,2022100213,2830,44896,False,,1.0,0,1,10,SHOTGUN,3x1,Cover-1,74,22.72,32.0,27.77,WR,5924.0,1.0,2.0
13678,2022100213,2923,44896,False,False,1.0,0,3,2,EMPTY,4x1,Cover-1,51,32.98,26.99,22.51,WR,5927.0,2.0,1.0
13679,2022100213,3372,44896,False,False,1.0,1,1,10,SHOTGUN,3x1,Cover-2,35,18.69,32.9,27.06,WR,5941.0,2.0,1.0
13680,2022100213,3721,44896,True,False,1.0,0,1,10,SHOTGUN,3x1,Quarters,76,19.98,33.07,27.11,WR,5951.0,2.0,1.0
13681,2022100908,63,44896,True,True,1.0,0,1,10,SINGLEBACK,3x1,Cover-3,91,30.93,26.64,22.2,WR,8259.0,1.0,1.0
13682,2022100908,127,44896,False,False,1.0,0,2,8,SHOTGUN,2x2,Cover-1,75,37.27,26.77,22.36,WR,8262.0,1.0,1.0
13683,2022100908,149,44896,True,True,1.0,0,3,8,SHOTGUN,3x1,Cover-3,75,39.0,26.76,22.27,WR,8263.0,2.0,0.0
13684,2022100908,411,44896,True,True,1.0,1,3,1,SHOTGUN,3x1,Cover-1,78,21.3,32.38,28.3,WR,8271.0,1.0,1.0
13685,2022100908,480,44896,False,False,1.0,1,2,8,EMPTY,3x2,Cover-2,45,42.13,26.72,22.42,WR,8274.0,1.0,1.0
13686,2022100908,504,44896,True,True,1.0,1,3,3,SHOTGUN,3x1,Cover-1,40,22.34,32.58,28.31,WR,8275.0,1.0,1.0
13687,2022100908,574,44896,False,False,1.0,0,3,3,SHOTGUN,3x1,Cover-1,27,30.46,26.91,22.66,WR,8278.0,1.0,1.0
13688,2022100908,1156,44896,True,True,1.0,1,2,8,SINGLEBACK,2x2,Red Zone,100,32.71,30.17,23.96,WR,8295.0,1.0,1.0
13689,2022100908,2438,44896,False,False,1.0,0,3,8,SHOTGUN,3x1,Cover-3,82,30.38,26.41,22.23,WR,8332.0,1.0,1.0
13690,2022100908,2534,44896,True,False,1.0,0,1,10,SHOTGUN,2x2,Cover-1,62,16.02,32.79,28.57,WR,8335.0,1.0,1.0
13691,2022100908,3830,44896,True,True,1.0,1,2,7,SHOTGUN,2x2,Cover-2,50,35.36,32.7,26.86,WR,8378.0,1.0,1.0
13692,2022101607,77,44896,False,False,1.0,1,2,9,EMPTY,3x2,Cover-3,84,19.14,32.57,28.32,WR,10078.0,1.0,1.0
13693,2022101607,99,44896,False,False,1.0,1,3,9,SHOTGUN,3x1,Cover-3,84,8.67,32.54,28.33,WR,10079.0,2.0,1.0
13694,2022101607,510,44896,True,True,1.0,0,1,10,SINGLEBACK,3x1,Cover-2,69,32.87,26.76,22.13,WR,10091.0,1.0,1.0
13695,2022101607,602,44896,False,False,1.0,0,3,2,SHOTGUN,3x1,Cover-2,41,18.04,32.54,28.23,WR,10095.0,1.0,1.0
13696,2022101607,678,44896,True,True,1.0,0,1,10,SHOTGUN,2x2,Cover-3,27,31.94,26.63,22.34,WR,10098.0,1.0,1.0
13697,2022101607,700,44896,False,False,1.0,0,2,10,PISTOL,3x1,Cover-2,27,31.52,26.65,22.35,WR,10099.0,1.0,1.0
13698,2022101607,914,44896,False,False,1.0,1,1,10,I_FORM,2x1,Cover-2,64,34.52,26.56,22.08,WR,10104.0,1.0,1.0
13699,2022101607,973,44896,False,False,1.0,1,2,15,SHOTGUN,3x1,Cover-2,69,33.51,26.45,22.21,WR,10105.0,1.0,1.0
13700,2022101607,1058,44896,True,True,1.0,0,1,10,SINGLEBACK,2x2,Cover-3,85,14.13,26.81,20.89,WR,10107.0,1.0,1.0
13701,2022101607,1103,44896,True,False,1.0,0,2,9,SHOTGUN,3x1,Cover-1,96,20.48,32.84,27.04,WR,10109.0,1.0,1.0
13702,2022101607,1609,44896,False,False,1.0,1,3,2,SHOTGUN,3x1,Cover-2,43,31.53,26.73,20.97,WR,10126.0,1.0,1.0
13703,2022101607,2266,44896,False,False,1.0,1,2,10,EMPTY,3x2,Cover-3 Seam,85,19.68,32.68,28.35,WR,10143.0,1.0,1.0
13704,2022101607,2480,44896,False,False,1.0,0,1,15,SHOTGUN,2x2,Cover-1,28,34.33,29.07,24.6,WR,10151.0,1.0,1.0
13705,2022101607,2960,44896,False,False,1.0,0,2,13,SHOTGUN,3x1,Cover 6-Left,98,23.44,32.85,28.35,WR,10162.0,1.0,1.0
13706,2022101607,2987,44896,False,,1.0,0,3,7,SHOTGUN,3x1,Cover-2,92,17.48,30.58,26.23,WR,10163.0,1.0,1.0
13707,2022101607,3159,44896,True,False,1.0,0,2,7,SHOTGUN,3x1,Cover-3,30,18.62,33.07,27.11,WR,10168.0,1.0,1.0
13708,2022102301,101,44896,True,True,1.0,0,1,10,I_FORM,2x1,Quarters,46,21.5,33.44,26.91,WR,12465.0,1.0,1.0
13709,2022102301,365,44896,False,False,1.0,1,3,3,EMPTY,3x2,Cover-2,44,10.64,33.04,27.14,WR,12472.0,1.0,2.0
13710,2022102301,413,44896,False,False,1.0,1,1,10,SHOTGUN,2x2,Cover-1,67,37.79,33.13,26.93,WR,12474.0,1.0,1.0
13711,2022102301,619,44896,False,False,1.0,0,1,10,SINGLEBACK,2x2,Quarters,32,18.02,27.11,20.88,WR,12479.0,2.0,1.0
13712,2022102301,709,44896,False,False,1.0,0,1,10,SHOTGUN,3x1,Cover-3,61,34.8,27.38,21.19,WR,12483.0,2.0,1.0
13713,2022102301,818,44896,True,False,1.0,0,3,8,SHOTGUN,3x1,Cover-3 Cloud Left,57,19.37,32.85,28.97,WR,12485.0,1.0,2.0
13714,2022102301,1237,44896,False,False,1.0,1,2,8,EMPTY,3x2,Cover-3,77,11.47,33.19,28.61,WR,12500.0,1.0,2.0
13715,2022102301,1261,44896,False,False,1.0,0,3,5,EMPTY,3x2,Cover-3,74,32.95,26.96,22.73,WR,12501.0,1.0,2.0
13716,2022102301,1328,44896,False,False,1.0,1,3,24,SHOTGUN,3x1,Quarters,82,35.9,29.88,25.65,WR,12503.0,2.0,1.0
13717,2022102301,1806,44896,False,False,1.0,1,1,10,EMPTY,3x2,Quarters,38,35.0,27.07,21.31,WR,12517.0,1.0,1.0
13718,2022102301,1897,44896,True,True,1.0,1,3,2,SHOTGUN,2x2,Cover-3,58,32.13,27.08,21.26,WR,12520.0,2.0,1.0
13719,2022102301,2092,44896,False,False,1.0,0,2,5,PISTOL,2x1,Cover-3,58,19.07,33.15,27.04,WR,12525.0,1.0,2.0
13720,2022102301,2121,44896,True,True,1.0,0,1,10,SINGLEBACK,3x1,Cover-3,76,15.1,33.35,26.96,WR,12526.0,1.0,1.0
13721,2022102301,2145,44896,False,False,1.0,0,2,1,SHOTGUN,3x1,Cover-1,85,21.58,33.07,27.01,WR,12527.0,2.0,1.0
13722,2022102301,2326,44896,False,False,1.0,0,1,10,I_FORM,2x1,Cover-1,27,18.11,27.05,20.86,WR,12533.0,1.0,2.0
13723,2022102301,2348,44896,True,False,1.0,0,2,10,I_FORM,2x1,Cover-6 Right,27,33.04,27.21,21.15,WR,12534.0,2.0,1.0
13724,2022102301,2765,44896,True,False,1.0,0,3,7,SHOTGUN,3x1,Cover-0,27,17.88,29.76,25.61,WR,12546.0,1.0,2.0
13725,2022102301,2813,44896,False,False,1.0,0,1,8,EMPTY,3x2,Red Zone,18,17.82,29.9,25.35,WR,12548.0,2.0,1.0
13726,2022102301,2838,44896,True,True,1.0,0,2,8,SHOTGUN,2x2,Red Zone,18,21.11,30.21,25.47,WR,12549.0,1.0,2.0
13727,2022102301,2860,44896,False,False,1.0,1,3,8,PISTOL,2x1,Red Zone,18,35.52,30.38,25.99,WR,12550.0,2.0,1.0
13728,2022102700,366,44896,True,True,1.0,0,1,10,SHOTGUN,2x2,Cover-3,71,22.44,32.74,28.28,WR,14466.0,1.0,1.0
13729,2022102700,390,44896,False,False,1.0,1,2,1,SINGLEBACK,3x1,Cover-3,62,23.46,32.71,27.89,WR,14467.0,1.0,1.0
13730,2022102700,662,44896,True,True,1.0,0,2,10,SHOTGUN,3x1,Cover-3,73,21.07,29.39,24.9,WR,14475.0,1.0,1.0
13731,2022102700,686,44896,False,False,1.0,1,1,10,SHOTGUN,3x1,Quarters,50,18.94,32.83,28.45,WR,14476.0,1.0,1.0
13732,2022102700,731,44896,True,True,1.0,1,1,10,SINGLEBACK,2x2,Cover-2,40,19.76,33.14,28.18,WR,14478.0,1.0,1.0
13733,2022102700,804,44896,False,False,1.0,0,2,12,SHOTGUN,3x1,Quarters,23,17.75,32.89,28.41,WR,14481.0,1.0,1.0
13734,2022102700,1045,44896,False,False,1.0,1,3,4,EMPTY,3x2,Cover-3,61,36.74,32.8,26.91,WR,14488.0,3.0,1.0
13735,2022102700,1459,44896,False,False,1.0,0,2,8,SHOTGUN,3x1,Cover-3,26,24.44,33.09,27.3,WR,14502.0,1.0,2.0
13736,2022102700,1481,44896,True,False,1.0,1,3,8,SHOTGUN,3x1,Cover-2,26,20.04,33.05,27.21,WR,14503.0,3.0,1.0
13737,2022102700,1753,44896,True,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3 Seam,20,19.41,33.27,27.21,WR,14513.0,3.0,1.0
13738,2022102700,1799,44896,False,False,1.0,0,3,3,SHOTGUN,2x2,Cover-1,27,10.6,33.02,27.01,WR,14515.0,4.0,0.0
13739,2022102700,2186,44896,False,False,1.0,0,2,6,SHOTGUN,3x1,Cover-2,39,22.36,33.24,26.95,WR,14524.0,1.0,1.0
13740,2022102700,2208,44896,False,False,1.0,0,3,6,SHOTGUN,2x2,Cover 6-Left,39,17.06,32.97,26.99,WR,14525.0,3.0,1.0
13741,2022102700,2602,44896,False,False,1.0,0,3,2,SHOTGUN,2x2,Cover-3,63,41.58,27.01,21.09,WR,14535.0,1.0,1.0
13742,2022102700,2926,44896,False,False,1.0,1,1,10,EMPTY,3x2,Cover-3,35,18.58,33.03,27.1,WR,14547.0,2.0,0.0
13743,2022102700,2969,44896,True,True,1.0,1,2,6,SHOTGUN,3x1,Cover-3,81,21.03,32.68,28.34,WR,14548.0,1.0,1.0
13744,2022102700,2993,44896,False,False,1.0,1,1,10,SHOTGUN,2x2,Cover 6-Left,74,37.26,26.68,22.4,WR,14549.0,2.0,1.0
13745,2022102700,3015,44896,False,False,1.0,0,2,10,PISTOL,2x1,Cover-3,74,33.26,26.76,22.06,WR,14550.0,2.0,1.0
13746,2022102700,3061,44896,False,False,1.0,0,2,10,PISTOL,2x1,Cover-1,23,33.13,27.14,22.65,WR,14552.0,1.0,2.0
13747,2022102700,3401,44896,True,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3 Seam,85,32.23,26.7,22.35,WR,14562.0,1.0,3.0
13748,2022102700,3498,44896,False,False,1.0,0,2,10,SHOTGUN,3x1,Cover-3,72,19.25,32.74,28.21,WR,14565.0,2.0,2.0
13749,2022102700,3581,44896,True,True,1.0,1,1,9,SHOTGUN,3x1,Red Zone,19,32.51,27.12,22.44,WR,14567.0,1.0,1.0
13750,2022102700,3671,44896,False,False,1.0,0,3,16,SHOTGUN,3x1,Quarters,26,16.91,33.15,28.45,WR,14569.0,2.0,2.0
13751,2022102700,3889,44896,True,False,1.0,0,1,10,SHOTGUN,2x2,Cover-3,85,34.18,26.73,22.43,WR,14574.0,1.0,3.0
13752,2022102700,4063,44896,True,True,1.0,0,3,8,SHOTGUN,2x2,Cover-3,54,17.58,27.03,22.47,WR,14577.0,1.0,3.0
13753,2022102700,4118,44896,False,False,1.0,0,1,10,SHOTGUN,3x1,Quarters,29,18.73,32.86,28.44,WR,14579.0,2.0,2.0
13754,2022102700,4205,44896,False,False,1.0,0,2,8,SHOTGUN,2x2,Red Zone,18,36.14,27.3,22.62,WR,14582.0,1.0,3.0
13755,2022102700,4249,44896,False,False,1.0,0,4,8,SHOTGUN,3x1,Bracket,18,34.81,27.0,22.47,WR,14584.0,2.0,2.0
13756,2022110609,754,44896,False,False,1.0,0,2,15,SHOTGUN,2x2,Cover 6-Left,23,36.58,27.38,21.31,WR,14852.0,1.0,1.0
13757,2022110609,1345,44896,True,True,1.0,1,2,10,SHOTGUN,3x1,Quarters,75,18.05,32.46,27.88,WR,14869.0,1.0,1.0
13758,2022110609,1611,44896,False,False,1.0,1,3,4,SHOTGUN,3x1,Cover-1,57,17.57,32.75,28.32,WR,14879.0,1.0,1.0
